"id","name","location","fullAddress","description","history","image","liveUrl","channelId","heroImages","gallery","rating","reviewsCount","category","liveStatus","openTime","phone","website","mapUrl","viewers","isLive","userId","createdAt","updatedAt","poojaCommissionRate","productCommissionRate","templeId","slug","isActive","accountHolderName","accountNumber","bankName","ifscCode","upiId","subdomain","urlType","pickupLocation","isPrimaryLive","operatingHours"
"cmninqwci002fl0g7sbbu3zg5","Shree Siddhivinayak Temple","Mumbai , Maharashtra","SK Bole Marg, Prabhadevi, Mumbai, Maharashtra 400028, India","The Shree Siddhivinayak Temple is one of the most famous and revered temples dedicated to Lord Ganesha in India.
It is located in Mumbai, specifically in the Prabhadevi area.
The temple was originally built in 1801 by Laxman Vithu and Deubai Patil.
It is known for fulfilling devotees’ wishes, which is why it is called “Siddhivinayak” (the one who grants wishes).
The idol of Lord Ganesha here is unique, with the trunk turned to the right side.
Devotees from across the country, including celebrities and politicians, visit regularly.
The temple attracts huge crowds, especially on Tuesdays and during Ganesh Chaturthi.
It is considered a powerful place for prayers related to success, prosperity, and happiness.
The temple trust also supports many charitable and social activities.
Today, it stands as a symbol of faith, devotion, and spiritual strength in Mumbai. ",,"/uploads/temples/1775205881078-cropped-image.jpg","https://www.youtube.com/watch?v=1oS-N5Y0QHI","","[]",,"4.7","0","Lord Ganesha","true","","9223121919","https://www.siddhivinayak.org/","https://maps.app.goo.gl/9CSKwa3CsMQ8TAyq7","6000","true","cmninqwci002el0g7y7x1dpcv","2026-04-03 08:44:41.154","2026-04-18 04:59:56.275","5","10","TMP-CAI0HK","shree-siddhivinayak-temple-mumbai","true",,,,,,"shree-siddhivinayak-temple-mumbai","slug","TEMPLE_NYO3A","true","[{""end"":""00:00 PM"",""label"":""Morning"",""start"":""05:30 AM"",""active"":true},{""end"":""09:50 PM"",""label"":""Evening"",""start"":""00:00 PM"",""active"":true}]"
"cmnip39a9002hl0g71xdzt2ms","Shree Saibaba Sansthan Trust, Shirdi","Shirdi ,Maharashtra","Shree Saibaba Sansthan Trust Taluka Rahata, District Ahmednagar Shirdi – 423109 Maharashtra, India","The Shirdi Sai Baba Temple, located in Shirdi, is one of the most sacred pilgrimage sites in India, dedicated to Sai Baba of Shirdi. The temple is built around the Samadhi (resting place) of Sai Baba, where devotees come to seek blessings, peace, and spiritual guidance.

The temple complex is beautifully maintained by the Shree Saibaba Sansthan Trust and includes the Samadhi Mandir, Dwarkamai, Chavadi, and other important places associated with Sai Baba’s life. The idol of Sai Baba, made of white marble, is placed over his Samadhi and attracts millions of devotees every year.

Daily rituals such as Kakad Aarti, Madhyan Aarti, Dhoop Aarti, and Shej Aarti are performed with great devotion, creating a divine atmosphere. The temple also offers facilities like prasadalaya (free meals), accommodation, and darshan arrangements for pilgrims.

Devotees believe that Sai Baba fulfills wishes and removes difficulties, making this temple a symbol of faith, patience (Shraddha and Saburi), and unity among all religions.",,"/uploads/temples/1775208308835-cropped-image.jpg","https://youtu.be/wqYur7HMOoQ","","[]",,"4.3","0","Sai Baba","false","","242325895","https://sai.org.in/","https://maps.app.goo.gl/GT9tvTce2V22JyRX8","","true","cmnip39a9002gl0g7v7ww09w1","2026-04-03 09:22:17.409","2026-04-18 04:59:52.656","5","10","TMP-BXHIBP","shree-saibaba-sansthan-trust-shirdi","true",,,,,,"shree-saibaba-sansthan-trust-shirdi","slug","TEMPLE_T8BS9","false","[{""end"":""00:00 PM"",""label"":""Morning"",""start"":""06:00 AM"",""active"":true},{""end"":""09:00 PM"",""label"":""Evening"",""start"":""0:00 PM"",""active"":true}]"
"cmnipwd2q002jl0g7u1jn2bls","Shri Mahalakshmi Devi Temple, Mumbai","Mumbai, Maharashtra","Bhulabhai Desai Marg, Mahalaxmi West, Cumballa Hill, Mumbai, Maharashtra 400026, India","Shri Mahalakshmi Temple is one of the most famous and sacred temples in Mumbai, dedicated to Goddess Mahalakshmi, the deity of wealth and prosperity. The temple is located near the Arabian Sea, offering a peaceful and spiritual atmosphere to devotees.

It was built in 1831 and is known for its beautiful traditional architecture, with intricate carvings and a divine sanctum. Inside the temple, three idols—Mahalakshmi, Mahakali, and Mahasaraswati—are worshipped together, representing wealth, power, and knowledge.

Thousands of devotees visit the temple daily to seek blessings for success, happiness, and financial stability. The temple becomes especially crowded during festivals like Navratri and Diwali, when it is decorated with lights and flowers.

It is believed that sincere prayers at this temple help fulfill wishes and bring prosperity into life, making it a very important Shakti Peeth for devotees.",,"/uploads/temples/1775209495262-cropped-image.jpg","https://www.youtube.com/watch?v=fhyWGiTPJ9M","","[]",,"4.2","0","Goddess Mahalakshmi","true","","02223513","https://mahalakshmi-temple.com/","https://maps.app.goo.gl/nn8aQQ1s747q2EyG6","3000","true","cmnipwd2q002il0g7wwniabsi","2026-04-03 09:44:55.346","2026-04-18 04:59:48.781","5","10","TMP-ENRJU8","shri-mahalakshmi-temple-mumbai","true",,,,,,"shri-mahalakshmi-temple-mumbai","slug","TEMPLE_5QE6E","false","[{""end"":""11:45 PM"",""label"":""Morning"",""start"":""06:00 AM"",""active"":true},{""end"":""10:00 PM"",""label"":""Evening"",""start"":""12:20 PM"",""active"":true}]"
"cmniqbz36002ll0g724bzxs0u","Shri Tulja Bhavani Temple ","Tuljapur , Maharashtra ","Raje Shahaji Mahadwar Road, Jijamata Nagar, Tuljapur, Dharashiv (Osmanabad) District, Maharashtra – 413601,","Shri Tulja Bhavani Temple is one of the most sacred and powerful temples in Maharashtra, located in the town of Tuljapur. The temple is dedicated to Goddess Bhavani, a fierce and protective form of Durga, worshipped as the giver of strength and courage. It is considered one of the important Shakti Peethas in India and holds deep religious significance among devotees.

The temple is believed to have been built in the 12th century and showcases traditional Hemadpanti-style architecture made of stone. The idol of Goddess Bhavani is regarded as Swayambhu (self-manifested), which increases its spiritual importance. Devotees believe that the goddess fulfills wishes and protects her followers from difficulties.

Historically, the temple is closely associated with Chhatrapati Shivaji Maharaj, who considered Tulja Bhavani as his Kuldevi (family deity). It is believed that he received a divine sword from the goddess, symbolizing power and victory.

The temple attracts lakhs of devotees throughout the year, especially during festivals like Navratri and Dussehra, when special rituals and grand celebrations are held. The temple complex also includes several smaller shrines, holy water tanks, and sacred spots that enhance the spiritual experience.

Overall, Shri Tulja Bhavani Temple is not just a place of worship but a center of faith, history, and cultural heritage, where devotees come seeking blessings for protection, success, and prosperity.",,"/uploads/temples/1775210791980-cropped-image.jpg",,,"[]",,"4.4","0","Tulja Bhavani.","false","","2472242031","https://shrituljabhavani.org/","https://maps.app.goo.gl/1u553SQgd3BwoBmS6","2000","false","cmniqbz36002kl0g7u597867c","2026-04-03 09:57:03.715","2026-04-18 04:59:40.231","5","10","TMP-K8PV5E","shri-tulja-bhavani-temple-tuljapur","true",,,,,,"shri-tulja-bhavani-temple-tuljapur","slug","TEMPLE_2H193","false","[{""end"":""00:00 PM"",""label"":""Morning"",""start"":""10:00 AM"",""active"":true},{""end"":""00:00 PM"",""label"":""Evening"",""start"":""06:00 PM"",""active"":true}]"
"cmnir2mtd002nl0g7oxkgz3ks","Shri Bhairavnath Temple","Goregaon, Raigad ,Maharashtra ","Goregaon, Taluka Mangaon, District Raigad, Maharashtra, India","Shri Bhairavnath Temple in Goregaon is a revered Hindu temple dedicated to Lord Bhairavnath, a fierce and protective form of Lord Shiva. The deity is locally known as Bhairi Bhavani or Kal Bhairav, worshipped widely across the Konkan region.

The temple holds strong cultural and spiritual importance among local communities such as Maratha, Koli, Agari, and others, where Bhairavnath is considered a Kulswami (family deity).

Devotees believe that Bhairavnath acts as a guardian deity (Kshetrapal) who protects the village and removes negative energies. The temple is simple yet spiritually powerful, attracting devotees especially during festivals and special पूजा rituals.",,"/uploads/temples/1775211467432-cropped-image.jpg",,,"[""/uploads/temples/1775213119360-cropped-image.jpg""]",,"4.5","0","Bhairvnath","false","","9999999999","","https://maps.app.goo.gl/teznXh49LNTTke9FA","","false","cmnir2mtd002ml0g7q7ofq646","2026-04-03 10:17:47.522","2026-04-18 04:59:36.871","5","10","TMP-KNNC7Z","shri-bhairavnath-temple","true",,,,,,"shri-bhairavnath-temple","slug","TEMPLE_RYESY","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""07:00 AM"",""active"":true},{""end"":""10:00 PM"",""label"":""Evening"",""start"":""05:00 PM"",""active"":true}]"
"cmnirhr0u002pl0g7qv0u188a","Shri Devi Bhagavati Temple","Prenem, Goa","Shri Devi Bhagavati Temple, Pernam Municipal Area, Goa 403512","Shri Devi Bhagavati Temple is known for its peaceful and spiritual atmosphere, attracting devotees throughout the year. The temple showcases traditional architecture with a beautifully decorated sanctum where the idol of Goddess Bhagavati is worshipped with deep devotion. The deity is often adorned with ornaments and vibrant clothes, especially during festivals.

Daily rituals, aartis, and special poojas are performed by temple priests, creating a divine and uplifting environment. The temple becomes especially vibrant during festivals like Navratri, when large numbers of devotees visit to seek blessings for prosperity, protection, and well-being.

Surrounded by natural beauty, the temple offers a calm and serene place for prayer and meditation, making it not only a religious site but also a place of inner peace.",,"/uploads/temples/1775212172744-cropped-image.jpg",,,"[""/uploads/temples/1775799306889-cropped-image.jpg""]",,"4.4","0","Devi Bhagvati","false","","9977132452","","https://maps.app.goo.gl/qtJ2PZUpSD2YQLibA","","false","cmnirhr0t002ol0g7w3eitxrc","2026-04-03 10:29:32.814","2026-04-18 04:59:33.79","5","10","TMP-J9KEDM","shri-devi-bhagavati-temple","true",,,,,,"shri-devi-bhagavati-temple","slug","TEMPLE_GCYO5","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""09:00 AM"",""active"":true},{""end"":""8:00 PM"",""label"":""Evening"",""start"":""03:30 PM"",""active"":true}]"
"cmnirwvur002rl0g7a2nbz06s","Shree Devi Mauli Mandir","Pernem , Goa","PQ8Q+9CC, Pernem, Pernem Municipal Area, North Goa, Goa – 403512, India","Shree Devi Mauli Mandir is a peaceful and spiritually significant Hindu temple located in the Pernem region of Goa. The temple is surrounded by natural beauty, greenery, and a calm village atmosphere, which makes it a serene place for devotees and visitors.

This temple is an important center of faith for local people, and the daily life of nearby villages often revolves around such temples in Pernem.

The temple is known for its simplicity, traditional Goan temple architecture, and strong devotional environment. During festivals and special occasions, the temple becomes lively with rituals, bhajans, and community gatherings.

The term “Mauli” means Mother, symbolizing the goddess as a caring and protective divine mother for devotees.",,"/uploads/temples/1775631973222-cropped-image.jpg",,,"[]",,"4.4","0","Mauli Devi","false","","9999999999","","https://maps.app.goo.gl/s9PVjLBjrdvqUfud7","","false","cmnirwvur002ql0g7hus6jzvj","2026-04-03 10:41:18.915","2026-04-18 04:59:26.81","5","10","TMP-VMFLPB","shree-devi-mauli-mandir","true",,,,,,"shree-devi-mauli-mandir","slug","TEMPLE_I0P0M","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""09:00 AM"",""active"":true},{""end"":""8:00 PM"",""label"":""Evening"",""start"":""03:30 PM"",""active"":true}]"
"cmnkczwc50083l0g7nd4on1nh","Shri Swami Samarth Maharaj Temple","Akkalkot, Solapur.","Math Road, Budhwar Peth, Akkalkot, District Solapur, Maharashtra – 413216, India","The Shri Swami Samarth Temple in Akkalkot is one of the most revered pilgrimage destinations dedicated to Swami Samarth, a widely respected saint believed to be an incarnation of Lord Dattatreya. The temple holds immense spiritual significance as it stands at the sacred place where Swami Samarth spent a major part of his life guiding devotees and spreading wisdom.

At the heart of the temple lies the holy Vatavruksha (banyan tree), under which Swami Samarth is believed to have performed divine acts and blessed countless followers. The serene environment, continuous chanting, and devotional atmosphere make it a deeply peaceful and spiritually uplifting place.

Thousands of devotees visit the temple daily to seek blessings, offer prayers, and experience inner peace. Special occasions like Datta Jayanti and Swami Samarth Prakat Din are celebrated with great devotion and attract pilgrims from across the country.

The temple complex is well-maintained and provides facilities for darshan, पूजा, and accommodation, making it a convenient and sacred destination for spiritual seekers.",,"/uploads/temples/1775308757532-cropped-image.jpg",,,"[""/uploads/temples/1775308757538-cropped-image.jpg""]",,"4.7","0","Swami Samarth ","false","","021812208","https://shreeswamisamarthsansthan.in/","https://maps.app.goo.gl/NwRRZWZQADU8hZUd7","4000","false","cmnkczwc50082l0g7gnd5iqzn","2026-04-04 13:19:17.621","2026-04-18 04:57:25.902","5","10","TMP-M3JYIT","shri-swami-samarth-maharaj-temple","true",,,,,,"shri-swami-samarth-maharaj-temple","slug","TEMPLE_MQ1ND","false","[{""end"":""00:00 PM"",""label"":""Morning"",""start"":""05:00 AM"",""active"":true},{""end"":""10:00 PM"",""label"":""Evening"",""start"":""00:00 PM"",""active"":true}]"
"cmno7wb6q00d2l0g7jw71ghtd","Shree Vitthal Rukmini Temple","Solapur, Maharashtra","Main Temple Road, Pandharpur – 413304 District Solapur, Maharashtra, India","Shree Vitthal Rukmini Temple in Pandharpur is one of the most sacred pilgrimage sites in Maharashtra and a प्रमुख केंद्र of devotion for Lord Vitthal, an incarnation of Lord Vishnu, along with Goddess Rukmini. The temple holds immense spiritual significance among the Warkari tradition and attracts millions of devotees throughout the year.

The temple is especially famous for the grand celebration of Ashadi Ekadashi and Kartiki Ekadashi, when lakhs of devotees (Warkaris) walk long distances in the holy Wari pilgrimage to seek blessings of Lord Vitthal. The unique tradition of devotees touching the feet of the deity makes this temple spiritually special and भक्तिपूर्ण.

Located on the banks of the sacred Chandrabhaga River, the temple offers a divine atmosphere filled with bhajans, kirtans, and spiritual energy. Daily rituals such as Kakad Aarti, Maha Naivedya, and Dhoop Aarti are performed with great devotion, creating a peaceful and भक्तिमय experience for visitors.

This temple is not just a place of worship but a symbol of faith, devotion, and cultural heritage of Maharashtra.",,"/uploads/temples/1775542056788-cropped-image.jpg",,,"[]",,"4.6","0","Panduranga","false","","9999999999","https://vitthalrukminimandir.org/","https://maps.app.goo.gl/gncHmUBs3dLzA7pS6","5000","false","cmno7wb6q00d1l0g7vwyaqscu","2026-04-07 06:07:36.866","2026-04-18 04:57:36.018","5","10","TMP-4D1VD8","shree-vitthal-rukmini-temple","true",,,,,,"shree-vitthal-rukmini-temple","slug","TEMPLE_UW04Y","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""04:00 AM"",""active"":true},{""end"":""11:00 PM"",""label"":""Evening"",""start"":""01:00 PM"",""active"":true}]"
"cmnofd1x700dal0g78wszfsmv","Shree Mangesh Temple Goa","Priol (Ponda), Goa, India","Dinanath Mangeshkar Road, Mangeshi Village, Mardol, Priol, Goa – 403401, India","Shree Mangesh Temple is one of the most prominent and sacred Hindu temples in Goa, dedicated to Lord Shiva in the form of Bhagavan Mangesh. Located in the peaceful village of Mangeshi near Ponda, the temple is known for its elegant Goan architecture, featuring a beautiful white façade, domed towers, and a tall दीपस्तंभ (lamp tower).

The temple holds deep cultural and spiritual significance, especially among the Goud Saraswat Brahmin community, for whom it is a Kuldeva (family deity). Surrounded by greenery and a serene atmosphere, the temple attracts thousands of devotees and tourists seeking peace, devotion, and divine blessings.",,"/uploads/temples/1775554595239-cropped-image.jpg",,,"[]",,"4.5","0","Lord Shiva","false","","9999999999","https://shrimangesh.com/","https://maps.google.com/?q=Shree+Mangesh+Temple+Goa","","false","cmnofd1x700d9l0g76z2ndxz9","2026-04-07 09:36:35.322","2026-04-18 04:57:42.271","5","10","TMP-R2CR1M","shree-mangesh-temple-goa","true",,,,,,"shree-mangesh-temple-goa","slug","TEMPLE_13CQQ","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""05:30 AM"",""active"":true},{""end"":""09:30PM"",""label"":""Evening"",""start"":""01:00 PM"",""active"":true}]"
"cmnofwzi500dcl0g71bv6zy0o","Shri Shantadurga Temple","Ponda, Goa","Kapileswari – Kavlem Road, Donshiwado, Ponda, Goa – 403401, India","Shri Shantadurga Temple is one of the most important and revered temples in Goa, located in the peaceful village of Kavlem in Ponda. Dedicated to Goddess Shantadurga, the deity is believed to be the divine mediator who resolved the conflict between Lord Shiva and Lord Vishnu, symbolizing harmony and balance.

The temple was originally built between 1713 and 1738 and showcases a unique blend of Indian and Portuguese architectural styles, with its red-and-white structure, domes, दीपस्तंभ (lamp tower), and serene परिसर.

Surrounded by lush greenery and a calm atmosphere, the temple attracts thousands of devotees and tourists seeking spiritual peace, blessings, and cultural experience.",,"/uploads/temples/1775555525226-cropped-image.jpg",,,"[""/uploads/temples/1775555525232-cropped-image.jpg""]",,"4.4","0","Shantadurga","false","","9834513091","http://shreeshantadurga.com","https://maps.google.com/?q=Shri+Shantadurga+Temple+Kavlem+Goa","2000","false","cmnofwzi500dbl0g7mz1zqkyo","2026-04-07 09:52:05.31","2026-04-18 04:57:09.86","5","10","TMP-TW0T2F","shri-shantadurga-temple","true",,,,,,"shri-shantadurga-temple","slug","TEMPLE_FFEQ0","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""06:00 AM"",""active"":true},{""end"":""08:30 PM"",""label"":""Evening"",""start"":""01:00 PM"",""active"":true}]"
"cmnog8tub00del0g7tvj7qv3y","Kadamba Shri Mahadeva Temple","Sanguem (Tambdi Surla), Goa, India","Near Bhagwan Mahaveer Wildlife Sanctuary, Tambdi Surla, Sanguem, Goa – 403406, India","Kadamba Shri Mahadeva Temple, located in the dense forests of Goa near the Western Ghats, is the oldest surviving temple in the state, dating back to the 12th century. Dedicated to Lord Shiva, this ancient temple is built in the unique Kadamba architectural style using black basalt stone, showcasing intricate carvings and remarkable craftsmanship.

Surrounded by lush greenery and the peaceful environment of the wildlife sanctuary, the temple offers a serene and spiritual atmosphere. Its remote location helped it survive historical invasions, making it a rare and well-preserved heritage monument.

The temple is especially vibrant during Mahashivratri, attracting devotees seeking blessings, peace, and divine connection with Lord Shiva.",,"/uploads/temples/1775556209824-cropped-image.jpg",,,"[""/uploads/temples/1775556209831-cropped-image.jpg""]",,"4.2","0","Lord Shiva","false","","9834513091","https://www.goa.gov.in/places/tambdi-surla-temple/","https://maps.google.com/?q=Kadamba+Shri+Mahadeva+Temple+Tambdi+Surla","","false","cmnog8tub00ddl0g7kc40excc","2026-04-07 10:01:17.843","2026-04-18 04:59:19.706","5","10","TMP-LF75B4","kadamba-shri-mahadeva-temple","true",,,,,,"kadamba-shri-mahadeva-temple","slug","TEMPLE_TGPW4","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""08:30 AM"",""active"":true},{""end"":""05:30 PM"",""label"":""Evening"",""start"":""01:00 PM"",""active"":true}]"
"cmnogrer100dgl0g7t5i735mm","Shri Mahalasa Narayani Temple","Ponda (Mardol), Goa, India","Mardol, Priol, Ponda, Goa – 403404, India","Mahalasa Narayani and Mahalaxmi Devi

In ancient times, due to maritime trade and transportation, many people from Goa settled in the region of Sindhudurg. Among them, the Saraswat community was prominent. Mahalasa was chosen as the village deity of one such village, and thus the village came to be known as Mhalasa (Mhalasa).

In earlier times, Hindus lived in small settlements in this village. However, due to attacks by foreign invaders, many Hindus began migrating. With time, religious persecution increased across the Hindu population. Due to this, Saraswat people from Goa started coming here for refuge. During this period, Hindus began worshipping their deities in secrecy to protect them.

During the Portuguese rule, churches were built in the villages of Goa. The temples of the Saraswats were destroyed, and the Saraswat community began migrating to nearby regions. They brought their deities along with them and safeguarded them. In this way, many ancient deities were preserved in Sindhudurg and nearby areas.

Thus, Mahalasa Devi was established in this region by the Saraswat community. Over time, the village developed, and the temple became the center of devotion for the people. Mahalasa Devi is worshipped as a powerful and protective goddess.

From ancient times, the gods created many miraculous events related to the churning of the ocean (Samudra Manthan). During this event, the nectar (Amrut) emerged. To distribute this nectar among the gods, Lord Vishnu took the form of Mohini. In this enchanting form, Mohini captivated everyone and distributed the nectar among the gods.

At that time, a demon named Rahu deceitfully sat among the gods to consume the nectar. However, Lord Vishnu recognized him and severed his head. Because he had consumed the nectar, his head remained immortal. Rahu and Ketu are believed to have originated from this event.

In this way, Lord Vishnu’s Mohini avatar is worshipped as Mahalasa Devi. She is considered a manifestation of divine feminine power and is revered as a protector and benefactor of devotees.
— Shri Vasudev, Tal. Mhal, Goa
(Information based on ancient records)

The ‘Mhamal’ clan members, adopting various surnames, have migrated not only within Goa but also to Maharashtra and some other states, and have been residing there for many years. Among the Mhamal clan, surnames such as Mhamal, Mandrekar, Manjrekar, Kankonkar, Otavankar, Otavankar Naik, Naik, Aravankar Shet, Kambli, Naik, Revankar, Konkar, Varadkar, Mungekar, Khot, Tondankar, Konadkar, Varang, and many others are found. Today, it is known with joy that the original temple of their Kuladevata (family deity) for these communities is the Shri Mahalasa Temple located at Mardol, Mhalasa (Goa).

Aarti of Shri Mahalasa Devi

Victory to the Goddess, victory to the Goddess, victory to Mahalasa Mother.
Moon-like radiant, bearer of life, O divine one. ॥

During the churning of the ocean, the nectar emerged.
For its consumption, the gods and demons gathered.
The gods became anxious at that moment.
In that time of crisis, Lord Vishnu took refuge (in you). ॥1॥ Victory to the Goddess....

Beautiful and graceful, filled with divine charm.
Her beauty enchants the minds of devotees.
Holding the pot of nectar in her hands.
Even Rahu and Ketu were captivated. ॥2॥ Victory to the Goddess....

Such a feminine form, Shri Hari became Mahalasa.
Countless gods were fascinated by her form.
Day and night, Mahalasa Mother is worshipped.
In times of distress, she grants happiness and peace. ॥3॥ Victory to the Goddess....",,"/uploads/temples/1775556944677-cropped-image.jpg",,,"[""/uploads/temples/1776497084630-cropped-image.jpg"",""/uploads/temples/1776497084642-cropped-image.jpg"",""/uploads/temples/1776497114037-cropped-image.jpg""]",,"4.5","0","Mahalasa Narayani","false","","0832234342","https://www.goa.gov.in/places/mahalsa-temple/","https://maps.app.goo.gl/r5RaaiEHrFDRqn1m6","","false","cmnogrer000dfl0g70cg3ph5v","2026-04-07 10:15:44.749","2026-04-20 08:57:36.642","5","10","TMP-AZWMWW","shri-mahalasa-narayani-temple","true",,,,,,"shri-mahalasa-narayani-temple","slug","TEMPLE_YRQP6","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""06:00 AM"",""active"":true},{""end"":""09:00 PM"",""label"":""Evening"",""start"":""01:00 PM"",""active"":true}]"
"cmnohvdry00dil0g7yx01ddqk","Shri Nageshi Temple","Ponda (Bandode/Bandivade), Goa, India","Bandiwade, Donshiwado, Bandora, Ponda, Goa – 403401, India","Shri Nageshi Temple is one of the oldest and most sacred temples in Goa, located in the serene village of Bandora near Ponda. Dedicated to Lord Shiva in the form of Nagesh, the temple is believed to house a Swayambhu (self-manifested) Shivling, making it highly revered among devotees.

The temple dates back to around the 14th century and has historical significance linked to the Vijayanagara Empire. Unlike many temples in Goa, it remained at its original location and was preserved through centuries.

The temple complex features a beautiful दीपस्तंभ (lamp tower), a sacred water tank, and intricate wooden carvings depicting scenes from the Ramayana and Mahabharata. The peaceful surroundings and spiritual ambiance attract devotees and tourists seeking divine blessings and tranquility.",,"/uploads/temples/1775558809650-cropped-image.jpg",,,"[]",,"4.2","0","Lord Shiva","false","","9999999999","http://www.shreenagesh.org","https://maps.google.com/?q=Shri+Nageshi+Temple+Goa","","false","cmnohvdry00dhl0g7djvp1ucw","2026-04-07 10:46:49.726","2026-04-18 04:56:45.782","5","10","TMP-52V50D","shri-nageshi-temple","true",,,,,,"shri-nageshi-temple","slug","TEMPLE_ZLZ77","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""06:00 AM"",""active"":true},{""end"":""08:30  ABcdPM"",""label"":""Evening"",""start"":""fdfdff:00 PM"",""active"":true}]"
"cmnoicuiy00dkl0g7nomc194y","Shri Ramnath Devasthan","Ponda (Bandora / Ramnathim), Goa, India","Ramnathim, Ponda, Bandiwada, Goa 403401","Shri Ramnath Devasthan is one of the most revered temples in Goa, located in the peaceful village of Bandora near Ponda. The temple is dedicated to Lord Ramnath, a divine form symbolizing the unity of Lord Vishnu (Hari) and Lord Shiva (Hara), making it spiritually significant for devotees.

The temple has deep historical roots and is closely associated with the legend of Lord Rama, who is believed to have installed a Shivling to seek redemption after the battle with Ravana.

Originally located in Loutolim, the deity was moved to Bandora during the Portuguese period for protection. The temple follows the Panchayatan tradition and houses other deities such as Shanteri, Kamakshi, Laxmi Narayan, and Ganapati.

With its beautiful architecture, peaceful surroundings, and vibrant festivals like Mahashivratri and Jatra, the temple attracts thousands of devotees seeking blessings, spiritual peace, and cultural experience.",,"/uploads/temples/1775559624513-cropped-image.jpg",,,"[]",,"4.5","0","Lord Ramnath","false","","1212121212","http://www.ramnathi.org","https://maps.google.com/?q=Shri+Ramnath+Devasthan+Goa","","false","cmnoicuix00djl0g7q947wq2i","2026-04-07 11:00:24.586","2026-04-18 04:57:06.012","5","10","TMP-B62W8Z","shri-ramnath-devasthan","true",,,,,,"shri-ramnath-devasthan","slug","TEMPLE_13Y1Q","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""06:00 AM"",""active"":true},{""end"":""09:00 PM"",""label"":""Evening"",""start"":""01:00 PM"",""active"":true}]"
"cmnoioa2u00dml0g7io94qluo","Shri Saptakoteshwar Temple","Narva (Bicholim), North Goa, Goa, India","Deulwada, Narve, Bicholim, Goa – 403504, India","Shri Saptakoteshwar Temple is one of the most ancient and revered Shiva temples in Goa, located in the serene village of Narva. It dates back to the Kadamba dynasty and was once the royal deity of the Kadamba kings, making it historically significant in the Konkan region.

The temple has witnessed multiple destructions and restorations over centuries, and was finally rebuilt under the orders of Chhatrapati Shivaji Maharaj in the 17th century.

Surrounded by lush greenery and peaceful surroundings, the temple showcases a blend of traditional Hindu and Indo-Portuguese architectural styles, featuring a दीपस्तंभ (lamp tower), mandap, and sacred tank (Panchaganga Tirtha).

It is considered one of the six important Shiva temples in the Konkan region and attracts devotees seeking spiritual peace, blessings, and historical connection.",,"/uploads/temples/1775560157886-cropped-image.jpg",,,"[]",,"4.5","0","Lord Shiva","false","","1212121212","https://srisaptakotishwar.org","https://maps.google.com/?q=Shree+Saptakoteshwar+Temple+Narva","","false","cmnoioa2t00dll0g7k3ha5dhw","2026-04-07 11:09:17.958","2026-04-18 04:57:49.378","5","10","TMP-39C2ZJ","shri-saptakoteshwar-temple","true",,,,,,"shri-saptakoteshwar-temple","slug","TEMPLE_TEZSW","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""07:00 AM"",""active"":true},{""end"":""07:00 PM"",""label"":""Evening"",""start"":""01:00 PM"",""active"":true}]"
"cmnojqafu00dol0g7z443yixr","Shri Mahalaxmi Temple, Panaji","Panaji, Goa","Dr Dada Vaidya Rd, next to Mushtifund, Situated, Saunthan, Panaji, Goa 403001, India","Shri Mahalaxmi Temple is one of the most important and sacred temples in Goa, located in the heart of Panaji city. Dedicated to Goddess Mahalaxmi, the temple is considered the presiding deity of Panaji and attracts devotees from all communities.

Built in 1818, it holds historical significance as one of the first Hindu temples allowed to be constructed in Goa during Portuguese rule. The temple has a rich past, where the deity was carefully moved across locations to protect it from destruction before finally being स्थापित in Panaji.

The temple showcases traditional Goan architecture with a peaceful ambiance, intricate interiors, and a beautifully adorned idol of the goddess. Major festivals like Navratri and Maruti Jatra are celebrated with great devotion, attracting thousands of visitors every year.",,"/uploads/temples/1775561931292-cropped-image.jpg",,,"[]",,"4.5","0","Mahalaxmi","false","","1234512345","http://mahalaxmipanaji.in","https://maps.google.com/?q=Shree+Mahalaxmi+Temple+Panaji","","false","cmnojqafu00dnl0g7cy2zaw9i","2026-04-07 11:38:51.354","2026-04-18 04:56:50.771","5","10","TMP-N2EYIO","shri-mahalaxmi-temple-panaji","true",,,,,,"shri-mahalaxmi-temple-panaji","slug","TEMPLE_PI7XX","false","[{""end"":""01:00 PM"",""label"":""Morning"",""start"":""06:00 AM"",""active"":true},{""end"":""09:00 PM"",""label"":""Evening"",""start"":""01:00 PM"",""active"":true}]"
