"id","name","description","category","status","image","templeId","createdAt","updatedAt","categoryId","highlights","longDescription","shippingInfo","origin","rating","weight","length","width","height","sellerId"
"cmnmt97vf008yl0g7n4o0km7u","Lord Ganesha Idol","Bring home divine energy and timeless elegance with this exquisitely crafted Lord Ganesha idol in a rich emerald green finish. Symbolizing wisdom, prosperity, and the remover of obstacles, this beautifully detailed murti features intricate carvings with premium gold accents that enhance its spiritual charm. The calm and blessing posture radiates positivity, making it ideal for daily पूजा, meditation spaces, or as a centerpiece in your home décor. Made with high-quality material and fine craftsmanship, it is perfect for gifting on auspicious occasions like housewarmings, festivals, and celebrations. A powerful symbol of शुभ-लाभ that fills your space with peace, success, and good fortune.","Idols & Murtis","approved","/uploads/products/product-1775456998667-954445303.jpg","cmn73wa5o000cl0jqds1a1dyu","2026-04-06 06:29:58.683","2026-04-06 06:29:58.683","cmnk4o8m9006ql0g7fcwx2sdb","Size: 3.5 inches Height, 3 inches Width, 3 inches Length
Finish: Solid Poly resin work
Best For: Car dashboard, Return gifts, Diwali gifts, Ganesh chaturthi, Baby shower, house warming, Home decor, Festivals.
Speciality: Best in the industry, we pioneered the idea of Gold/Silver plated idols with Terracotta color work.
Durability: 18-24 months.
Origin: Made in India by local kaarigars and artisans.","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmtimgi0092l0g70v0c9uht","Divine Strength Lord Hanuman Murti","Invoke strength, courage, and unwavering devotion with this beautifully crafted Lord Hanuman Murti. Symbolizing power, protection, and loyalty, this idol reflects the divine energy of Bajrangbali with fine detailing and a serene expression. Perfect for daily पूजा, home temples, or office spaces, it creates a spiritually uplifting atmosphere. Ideal for gifting on auspicious occasions, this murti brings positivity, removes negative energies, and inspires confidence and determination in life.","Idols & Murtis","approved","/uploads/products/product-1775457437481-274293104.jpg",,"2026-04-06 06:37:17.49","2026-04-06 06:37:17.49","cmnk4o8m9006ql0g7fcwx2sdb","Divine Lord Hanuman Sculpture: A beautifully crafted representation of Lord Hanuman, symbolizing strength, devotion, and protection, perfect for any spiritual or home decor setting.
Available in 3 Sizes: Choose from 6 inches, 9 inches, or 12 inches to suit your space—ideal for home altars, living rooms, or gifting.
Antique Bronze Finish: Expertly handcrafted with an elegant Antique Bronze finish, adding a timeless and regal touch to your decor.
Premium Quality Materials: Made from a durable combination of Marble dust and resin, ensuring longevity and detailed craftsmanship.","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmu61o50096l0g7hw4w280p"," Panchmukhi Hanuman Brass Idol","Bring home divine protection and immense spiritual power with this Panchmukhi Hanuman Brass Idol, a symbol of strength, courage, and fearlessness. Representing Lord Hanuman’s five powerful faces, this idol is believed to guard against negative energies and bring success, health, and prosperity. Crafted from premium-quality brass with intricate detailing, it adds a traditional and divine touch to your home temple or décor. Ideal for daily पूजा, meditation, and vastu purposes, this sacred idol also makes a meaningful gift for religious occasions and housewarmings.","Idols & Murtis","approved","/uploads/products/product-1775458530281-355879641.jpg",,"2026-04-06 06:55:30.294","2026-04-07 07:07:56.586","cmnk4o8m9006ql0g7fcwx2sdb","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmuq2bn009al0g7h7sfwc7j","Traditional Brass Hanging Dhoop Burner Holder","Enhance your pooja rituals with this beautifully designed Brass Hanging Dhoop Burner Holder, crafted to create a divine and soothing atmosphere. Made from high-quality brass, it features a sturdy hanging chain and traditional design that allows easy use while spreading the sacred fragrance of dhoop evenly. Ideal for temples, home mandirs, and spiritual spaces, it helps purify the surroundings and elevate your devotional experience. A perfect blend of functionality and heritage craftsmanship, this dhoop holder also makes a thoughtful gift for religious occasions and festivals.","Incense & Fragrance","approved","/uploads/products/product-1775459464236-948062012.jpg",,"2026-04-06 07:11:04.259","2026-04-06 07:11:04.259","cmn73wa67000ul0jq607w3usg","HAND CRAFTED Antique Incense Holder Burner (with Wall Hanger, Hanging Chain & Brass Bells), and (Free 1x Tea-Light Candle, 1x Battery String Light)
It can be used as an Antique Home decor, Boho Hippie Bohemian room decor, Meditation decor, Spiritual decor, Relaxation Yoga Decor, Indian Home Decor, and Zen Decor etc. The cone holder burner can be widely used in living room, bedroom, Temple, Boho room, Hippie Room, Meditation room, Yoga room etc.
Five Ways to Use: (1) As a Tabletop Cone Incense Burner or (2) As a Tabletop Tea Light Candle Holder or (3) Wall Hanging Cone Incense Burner (4) Wall Hanging with Battery String Light or (5) Wall Hanging Tea Light Candle Holder.
Exquisite UNIQUE GIFT for Everyone, Best For Diwali Home Decor, New Year, Festiv Decoration, Boho Hippie Bohemian room decor, Meditation decor, Spiritual decor, Relaxation Yoga Decor, Indian Home Decor, and Zen Decor, etc.","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmv26bj009el0g7yjw5k3pv","Wooden Cone Dhoop Burner Box with Storage Drawer","Experience a blend of tradition and elegance with this premium wooden cone dhoop burner box, thoughtfully designed for a clean and soothing पूजा experience. Crafted from high-quality wood with a beautifully carved lid, it allows fragrant smoke to flow gracefully while keeping ash contained inside. The built-in brass holder ensures safe burning of dhoop cones, while the convenient bottom drawer provides space to store cones and essentials. Perfect for home temples, meditation, and relaxation, this stylish burner adds a warm and spiritual touch to your space while maintaining cleanliness and convenience.","Incense & Fragrance","approved","/uploads/products/product-1775460029301-293308328.jpg",,"2026-04-06 07:20:29.311","2026-04-06 07:20:29.311","cmn73wa67000ul0jq607w3usg","Handcrafted from durable Sheesham wood with a fine finish, this incense stick holder has a slender shape with Latticework.
it is suitable for indoor and outdoor using, you can put it in the office, bathroom, bedroom, kitchen, garden or religious temple, Buddhist shrine and more Bonus feature! Your incense burner is also designed with a storage compartment underneath the box.
Perfect for holding incense sticks and it even has two small, brass plates inside for holding incense cones. The top is carved to diffuse the incense as it burns so you can use your coffin burner both while it's open and while it's closed.
Function: it is good for hold the incense sticker at an angle, will catch the ashes without making any mess, convenient for you to clean it
Perfect for house warming gift, wedding anniversary gift, Christmas gift, thanksgiving gift, valentine's day gift, birthday gift, holiday gifts, mother's day gifts, graduation gifts and easter gifts , Pooja Gift Item , Worship item, Mandir Item , Temple Item","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmvdjsf009il0g79syogic9","Divine Shiv Backflow Incense Waterfall Fountain","Create a calm and spiritually uplifting atmosphere with this beautifully crafted Shiv backflow incense burner. Designed with a serene Lord Shiva figure, it produces a mesmerizing waterfall smoke effect that flows smoothly downward, symbolizing peace and purification. Perfect for meditation, yoga, and पूजा spaces, it helps relieve stress and enhances focus while filling your surroundings with a soothing fragrance. Made with fine detailing and durable material, this unique piece also serves as an elegant décor item and a meaningful gift for spiritual occasions.","Incense & Fragrance","approved","/uploads/products/product-1775460559974-66509286.jpg","cmn8gw8m00001l0rlou9ew4x5","2026-04-06 07:29:19.983","2026-04-06 07:29:19.983","cmn73wa67000ul0jq607w3usg","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmvl9me009ml0g7u0e4hsrw","Twin Moustache Brass Samai Diya (11 Inches)","Add a touch of traditional elegance to your sacred space with this 11-inch Brass Samai Diya featuring a unique twin moustache design. Crafted from high-quality brass, this diya symbolizes purity, positivity, and divine light, making it ideal for daily पूजा, aarti, and festive rituals. Its sturdy build and classic design ensure long-lasting use while enhancing the beauty of your home temple or décor. Perfect for auspicious occasions, housewarmings, and gifting, this Samai diya brings warmth, grace, and spiritual charm to every setting.","Spiritual Items","approved","/uploads/products/product-1775460920047-135541282.jpg",,"2026-04-06 07:35:20.054","2026-04-06 07:35:20.054","cmnk4prbx006sl0g7joueptqv","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmwfuug009sl0g738ma0qke","Om Wooden Wall Hanging (12x12 Inch)","Enhance your home with spiritual positivity using this beautifully crafted Wooden Om Wall Hanging. Designed in a perfect 12x12 inch size, it features the sacred “Om” symbol that represents peace, harmony, and divine energy. Made from high-quality wood with fine detailing, it adds a warm and traditional touch to your living room, entrance, or पूजा space. Ideal for vastu décor and gifting, this elegant wall piece creates a calm and positive atmosphere in any setting.","Puja Essentials","approved","/uploads/products/product-1775462347230-540456829.jpg",,"2026-04-06 07:59:07.24","2026-04-07 05:53:42.432","cmn73wa64000sl0jqe890mvgw","🪵 Premium Engineered Wood Construction: Crafted from durable, laminated MDF with a rich wooden texture, ensuring long-lasting finish and minimal maintenance.
🕉️ Embossed Golden Om Symbol: Beautifully laser-cut mandala design centered with an elegant golden ""Om"" — a symbol of peace, spirituality, and positivity.
🏠 Multipurpose Wall Decor: Ideal for pooja room, temple, living room, entryway, meditation space, yoga studio or office spiritual corners.
🎁 Perfect Gift for Festive Occasions: A thoughtful home decor gift for Diwali, Housewarming, Weddings, and Spiritual Ceremonies.
🛠️ Easy to Hang & Lightweight: Comes ready to mount with a pre-installed hook. Light in weight but strong in presence.","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmwl5kl009wl0g7sv0jflvv","Shri Saraswati Yantra","Invoke the blessings of Goddess Saraswati, the deity of wisdom, knowledge, and creativity, with this powerful Shri Saraswati Yantra. Designed with sacred geometric patterns, it is believed to enhance learning abilities, focus, and intellectual growth. Ideal for students, professionals, and artists, this yantra helps create a positive and peaceful environment for study and meditation. Perfect for placement in your home, study area, or पूजा room, it also makes a meaningful gift for academic success and spiritual upliftment.","Spiritual Items","approved","/uploads/products/product-1775462594408-465935916.jpg","cmn73wa5u000il0jqzfffd9nw","2026-04-06 08:03:14.421","2026-04-07 07:10:16.16","cmnk4prbx006sl0g7joueptqv","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmx0n3500a0l0g7f6cai92p","Divine Power Trishul Damru Brass Statue","Embrace the powerful presence of Lord Shiva with this exquisitely handcrafted Brass Trishul with Damru statue. Symbolizing creation, preservation, and destruction, the Trishul represents divine strength, while the Damru signifies cosmic energy and rhythm. Made from premium-quality brass with intricate detailing, this sacred piece radiates spiritual energy and adds a traditional touch to your home temple or décor. Ideal for पूजा, meditation, and vastu placement, it helps create a protective and positive environment. A perfect gift for devotees and a meaningful addition to any spiritual collection.","Spiritual Items","approved","/uploads/products/product-1775463316952-181443669.jpg",,"2026-04-06 08:15:16.961","2026-04-06 11:29:35.762","cmnk4prbx006sl0g7joueptqv","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnmyw10u00a5l0g7ngxg47by","Ashta Lakshmi Silver-Plated Tortoise Idol","Invite wealth, stability, and divine blessings into your home with this beautifully crafted Ashta Lakshmi Silver-Plated Tortoise Idol. Combining the sacred presence of Goddess Lakshmi’s eight forms with the symbolism of the tortoise (Kurma), it represents prosperity, longevity, and strong financial growth. Designed with fine detailing and a radiant silver finish, this idol is perfect for pooja rooms, offices, and vastu placement. It helps attract positive energy, success, and harmony, making it an ideal choice for daily worship and a thoughtful gift for auspicious occasions.","Idols & Murtis","approved","/uploads/products/product-1775466460966-6768175.jpg",,"2026-04-06 09:07:40.974","2026-04-06 09:07:40.974","cmnk4o8m9006ql0g7fcwx2sdb","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10","cmnk54ane006wl0g76rntqcqy"
"cmnmzu3hf00afl0g76txitx3e","Ananda Divine Hindu Agarbatti Sticks","Fill your space with a calming and spiritual fragrance with Ananda Divine Hindu Agarbatti Sticks. Specially crafted using natural ingredients, these incense sticks create a soothing aroma that enhances meditation, पूजा, and relaxation. The long-lasting fragrance helps purify the surroundings, reduce stress, and promote a peaceful ambiance. Perfect for daily use at home, temples, or offices, these agarbatti sticks bring positivity, freshness, and divine vibes to every corner.","Incense & Fragrance","approved","/uploads/products/product-1775468050443-354345931.jpg",,"2026-04-06 09:34:10.467","2026-04-06 09:34:10.467","cmn73wa67000ul0jq607w3usg","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10","cmnfzvz92002zl0jykyqiocfo"
"cmnn0heam00aml0g7w1oa94od","Pure Bhimseni Camphor (Kapoor) ","Experience purity and divine fragrance with MANGALAM Bhimseni Camphor, known for its natural and long-lasting aroma. Made from high-quality Bhimseni Kapoor, it burns completely without leaving residue, creating a clean and positive environment. Ideal for daily पूजा, aarti, and spiritual rituals, it helps purify the air and uplift your senses. Packed in a convenient 50 gm jar for easy storage, this camphor is perfect for homes, temples, and gifting during auspicious occasions.","Puja Essentials","approved","/uploads/products/product-1775469137549-466474378.jpg",,"2026-04-06 09:52:17.566","2026-04-06 09:52:17.566","cmn73wa64000sl0jqe890mvgw","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10","cmnn0bins00ajl0g7ip3v2c6u"
"cmnn16mcv00aql0g7egwwa47k","Hawan Samagri Kit for Pooja – Pack of 2 Boxes","Perform your hawan rituals with purity and devotion using this premium Hawan Samagri Kit. Carefully prepared with a traditional blend of natural herbs, wood, and sacred ingredients, it ensures a fragrant and spiritually uplifting experience during yajna and pooja. The soothing aroma helps purify the environment, attract positive energy, and create a peaceful atmosphere. Ideal for daily rituals, special occasions, and religious ceremonies, this pack of 2 boxes is perfect for home use or gifting.","Puja Essentials","approved","/uploads/products/product-1775470314398-893091243.jpg",,"2026-04-06 10:11:54.416","2026-04-06 10:12:04.817","cmn73wa64000sl0jqe890mvgw","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10","cmnn0bins00ajl0g7ip3v2c6u"
"cmnn1et9000avl0g79qaaboqy","Vidhi Mangalam Divine Dhoop Cones & Agarbatti Sticks","Elevate your spiritual rituals with Vidhi Mangalam Dhoop Cones & Agarbatti Sticks, crafted to create a divine and soothing ambiance. Made from natural ingredients, they release a rich and long-lasting fragrance that enhances पूजा, meditation, and relaxation. The calming aroma helps purify the surroundings, reduce stress, and invite positive energy into your space. Perfect for daily use at home, temples, and offices, this combo pack offers both cones and sticks for a complete devotional experience.","Incense & Fragrance","approved","/uploads/products/product-1775470696583-884123629.jpg",,"2026-04-06 10:18:16.596","2026-04-06 10:18:16.596","cmn73wa67000ul0jq607w3usg","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10","cmnn0bins00ajl0g7ip3v2c6u"
"cmnn3vhin00bel0g7dpu417rt","TITIKSHA Silver-Plated Krishna Flute with Hands Decorative Showpiece","Celebrate divine love and harmony with this elegant Krishna Flute with Hands decorative showpiece from TITIKSHA Silver. Beautifully crafted with a premium silver-plated finish, this unique piece symbolizes Lord Krishna’s enchanting flute and blessings of joy, peace, and devotion. The intricate hand design adds artistic charm, making it a perfect addition to your home décor, पूजा room, or showcase. Ideal for gifting on festivals, housewarmings, and special occasions, it brings a touch of spirituality and grace to any space.","Spiritual Items","approved","/uploads/products/product-1775474833755-34080414.jpg","cmnihvrmq0016l0g70ky43oeh","2026-04-06 11:27:13.775","2026-04-07 05:03:44.577","cmnk4prbx006sl0g7joueptqv","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
"cmnn49dn700bjl0g7dhrmcqzv","Krishna Playing Flute Standing Idol Statue","Bring home the enchanting presence of Lord Krishna with this beautifully crafted standing marble idol, depicting him playing the divine flute. Symbolizing love, peace, and harmony, this elegant murti features fine detailing and a smooth marble finish that enhances its spiritual charm. Perfect for your home temple, décor, or meditation space, it creates a serene and positive atmosphere. Ideal for daily पूजा and gifting on auspicious occasions, this Krishna idol adds grace, devotion, and timeless beauty to any setting.","Idols & Murtis","approved","/uploads/products/product-1775475481925-712588201.jpg",,"2026-04-06 11:38:01.94","2026-04-06 11:38:01.94","cmnk4o8m9006ql0g7fcwx2sdb","","","Ships in 24-48 Hours","India","4.5","0.5","10","10","10",
