"id","name","category","price","duration","description","time","image","about","benefits","bullets","process","processSteps","isMaster","masterPoojaId","templeId","templeDetails","packages","faqs","reviews","createdAt","updatedAt","status"
"cmnh991fd007fl0jy9k8gpo7u","Abhishek Pooja","Ritualistic","251","","[]","","/uploads/poojas/image-1775121342192-585859514.jpg","Abhishek Pooja is a sacred Hindu ritual where devotees perform a ceremonial bathing of the deity with holy substances like water, milk, honey, ghee, yogurt, and sacred oils. This ritual symbolizes purification, devotion, and the removal of negativity. Performing Abhishek Pooja is believed to bring spiritual blessings, peace, prosperity, and good fortune to the devotees and their families. It is usually accompanied by chanting of mantras, offering flowers, fruits, and incense, creating a divine and serene atmosphere.","[""Spiritual Purification – Cleanses the mind and soul, creating inner peace and positivity."",""Divine Blessings – Attracts the blessings of the deity for health, wealth, and prosperity."",""Peace & Harmony – Promotes harmony in family and relationships."",""Fulfillment of Desires – Increases chances of achieving personal and spiritual goals."",""Removes Negativity – Helps eliminate negative energies from life and surroundings."",""Cleansing Ritual – Symbolizes purification of thoughts, actions, and intentions.""]","[]",,"[]","false",,"cmn73wa5i0006l0jq3tbfyl71",,"[{""name"":""Single"",""price"":251,""description"":""For 1 person""}]","[]",,"2026-04-02 09:11:07.13","2026-04-09 13:33:12.256","true"
"cmnh9vkx9007ll0jy4vgzm5tc","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775122839482-345104012.jpg","Abhishek Pooja is a sacred Hindu ritual where devotees perform a ceremonial bathing of the deity with holy substances like water, milk, honey, ghee, yogurt, and sacred oils. This ritual symbolizes purification, devotion, and the removal of negativity. Performing Abhishek Pooja is believed to bring spiritual blessings, peace, prosperity, and good fortune to the devotees and their families. It is usually accompanied by chanting of mantras, offering flowers, fruits, and incense, creating a divine and serene atmosphere.","[""Spiritual Purification – Cleanses the mind and soul, creating inner peace and positivity."",""Divine Blessings – Attracts the blessings of the deity for health, wealth, and prosperity."",""Divine Blessings – Attracts the blessings of the deity for health, wealth, and prosperity."",""Cleansing Ritual – Symbolizes purification of thoughts, actions, and intentions.""]","[""Blessings"",""Devotion"",""Purification"",""Prosperity""]",,"[]","false",,"cmn73wa5l0009l0jqb84rad6y",,"[{""name"":""Single"",""price"":251,""description"":""For 1 person""}]","[]",,"2026-04-02 09:28:38.829","2026-04-09 04:45:48.09","false"
"cmnhb95yg007nl0jy1aljcbcm","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775124432221-880087061.jpg","The Abhishek Pooja at Ganpatipule Temple is a sacred ritual where devotees pour water, milk, or sacred liquids over the idol of Lord Ganesha. This act symbolizes purification, devotion, and surrender to the divine. The pooja is performed with chants and offerings, creating a spiritually uplifting experience for devotees seeking blessings, wisdom, and prosperity.","[""Enhances spiritual growth and devotion"",""Strengthens mental clarity and focus"",""Removes obstacles and difficulties"",""Enhances spiritual growth and devotion""]","[]",,"[]","false","cmnpr092400kll0g7bf7hxcgv","cmn73wa5o000cl0jqds1a1dyu",,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-02 10:07:12.232","2026-04-08 07:50:19.616","true"
"cmnhbi36r007pl0jy12dwsm9s","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775124848537-92301985.jpg","The Abhishek pooja at Ballaleshwar Mandir, Pali, is a sacred ritual where devotees perform a ceremonial bath for the idol of Lord Shri Ballaleshwar (Lord Ganesha) using holy water, milk, honey, and other sacred substances. It is believed that performing this Abhishek with devotion cleanses the mind and soul, bringing peace, prosperity, and divine blessings into one's life.","[]","[]",,"[]","false",,"cmn73wa5r000fl0jq81fxfkif",,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-02 10:14:08.547","2026-04-13 05:56:40.214","true"
"cmnhbpk7y007rl0jykhdlkhdg","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775125197198-667009873.jpg","Abhishek is a sacred Hindu ritual where devotees bathe the idol of Lord Ganesha with holy substances like water, milk, curd, honey, ghee, sugar, and sometimes coconut water. At Shree Udyan Ganesh Mandir, this ritual is performed with devotion while chanting mantras such as the Ganesh Atharvashirsha.","[""Brings peace and harmony in life"",""Removes obstacles and difficulties"",""Enhances spiritual growth and devotion"",""Attracts prosperity and good fortune""]","[]",,"[]","false","cmnhhotr5008il0jypb339ujb","cmn73wa5d0003l0jqyvnqg8eh",,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-02 10:19:57.214","2026-04-02 13:07:20.612","true"
"cmnhdmesy007zl0jy5c72ghm2","Satyanarayan Pooja","Special Pooja","800","","[]","","/uploads/poojas/image-1774606233460-325759865.jpg","","[]","[]",,"[]","false","cmn8xxlgd0020l0q90qk1ksm3","cmn73wa5u000il0jqzfffd9nw",,"[{""name"":""Single"",""price"":800,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-02 11:13:29.458","2026-04-02 12:17:36.429","true"
"cmnhfkape0087l0jy2rgy5iww","Satyanarayan Pooja","Special Pooja","800","","[]","","/uploads/poojas/image-1774606233460-325759865.jpg","","[]","[]",,"[]","false","cmn8xxlgd0020l0q90qk1ksm3","cmnhd5ar8007xl0jynoli1b47",,"[{""name"":""Single"",""price"":800,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-02 12:07:50.066","2026-04-02 12:16:07.862","true"
"cmnhhotr5008il0jypb339ujb","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775282503931-824423874.jpg","Abhishek Pooja is a sacred ritual in which holy substances like water, milk, honey, and other offerings are poured over the deity while chanting mantras. This ritual is performed with deep devotion to seek divine blessings, purify the surroundings, and express gratitude. It creates a spiritually uplifting atmosphere and is considered highly auspicious.","[""Brings peace and harmony in life"",""Removes obstacles and difficulties"",""Enhances spiritual growth and devotion"",""Attracts prosperity and good fortune""]","[]",,"[]","true",,"cmnpp2v7j00irl0g724fkndrd",,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-02 13:07:20.61","2026-04-08 06:56:22.405","true"
"cmnikjhyt001sl0g7evt0rmps","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775125197198-667009873.jpg","Abhishek is a sacred Hindu ritual where devotees bathe the idol of Lord Ganesha with holy substances like water, milk, curd, honey, ghee, sugar, and sometimes coconut water. At Shree Udyan Ganesh Mandir, this ritual is performed with devotion while chanting mantras such as the Ganesh Atharvashirsha.","[""Brings peace and harmony in life"",""Removes obstacles and difficulties"",""Enhances spiritual growth and devotion"",""Attracts prosperity and good fortune""]","[]",,"[]","false","cmnhhotr5008il0jypb339ujb","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-03 07:14:57.077","2026-04-09 07:57:31.249","true"
"cmnikk3j9001zl0g7bwz6l3z2","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775125197198-667009873.jpg","Abhishek is a sacred Hindu ritual where devotees bathe the idol of Lord Ganesha with holy substances like water, milk, curd, honey, ghee, sugar, and sometimes coconut water. At Shree Udyan Ganesh Mandir, this ritual is performed with devotion while chanting mantras such as the Ganesh Atharvashirsha.","[""Brings peace and harmony in life"",""Removes obstacles and difficulties"",""Enhances spiritual growth and devotion"",""Attracts prosperity and good fortune""]","[]",,"[]","false","cmnhhotr5008il0jypb339ujb","cmn73wa5l0009l0jqb84rad6y",,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-03 07:15:25.029","2026-04-03 12:28:18.482","true"
"cmnikk3jm0021l0g7kf8glydb","Satyanarayan Pooja","Special Pooja","800","","[]","","/uploads/poojas/image-1774606233460-325759865.jpg","","[]","[]",,"[]","false","cmn8xxlgd0020l0q90qk1ksm3","cmn73wa5l0009l0jqb84rad6y",,"[{""name"":""Single"",""price"":800,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-03 07:15:25.042","2026-04-03 12:28:18.484","true"
"cmnikkvis0027l0g7cql5gvtx","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775125197198-667009873.jpg","Abhishek is a sacred Hindu ritual where devotees bathe the idol of Lord Ganesha with holy substances like water, milk, curd, honey, ghee, sugar, and sometimes coconut water. At Shree Udyan Ganesh Mandir, this ritual is performed with devotion while chanting mantras such as the Ganesh Atharvashirsha.","[""Brings peace and harmony in life"",""Removes obstacles and difficulties"",""Enhances spiritual growth and devotion"",""Attracts prosperity and good fortune""]","[]",,"[]","false","cmnhhotr5008il0jypb339ujb","cmnihvrmq0016l0g70ky43oeh",,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-03 07:16:01.3","2026-04-03 07:16:01.3","true"
"cmnikkvj00029l0g73d82ufei","Satyanarayan Pooja","Special Pooja","800","","[]","","/uploads/poojas/image-1774606233460-325759865.jpg","","[]","[]",,"[]","false","cmn8xxlgd0020l0q90qk1ksm3","cmnihvrmq0016l0g70ky43oeh",,"[{""name"":""Single"",""price"":800,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-03 07:16:01.305","2026-04-03 07:16:01.305","true"
"cmnitmcud003ll0g7mdfk9nax","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775125197198-667009873.jpg","Abhishek is a sacred Hindu ritual where devotees bathe the idol of Lord Ganesha with holy substances like water, milk, curd, honey, ghee, sugar, and sometimes coconut water. At Shree Udyan Ganesh Mandir, this ritual is performed with devotion while chanting mantras such as the Ganesh Atharvashirsha.","[""Brings peace and harmony in life"",""Removes obstacles and difficulties"",""Enhances spiritual growth and devotion"",""Attracts prosperity and good fortune""]","[]",,"[]","false","cmnhhotr5008il0jypb339ujb","cmnir2mtd002nl0g7oxkgz3ks",,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-03 11:29:06.949","2026-04-06 05:02:22.474","true"
"cmnn6kllv00bxl0g7dk8c3c1v","Ashtottar Kumkum Archana","","500","","[]","","/uploads/poojas/image-1774602238280-488016933.jpg","","[]","[]",,"[]","true",,,,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-06 12:42:44.707","2026-04-06 13:26:41.755","true"
"cmnpr092400kll0g7bf7hxcgv","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775124432221-880087061.jpg","The Abhishek Pooja at Ganpatipule Temple is a sacred ritual where devotees pour water, milk, or sacred liquids over the idol of Lord Ganesha. This act symbolizes purification, devotion, and surrender to the divine. The pooja is performed with chants and offerings, creating a spiritually uplifting experience for devotees seeking blessings, wisdom, and prosperity.","[""Enhances spiritual growth and devotion"",""Strengthens mental clarity and focus""]","[""Highlight"",""Highlight 2""]",,"[]","true",,,,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-08 07:50:19.612","2026-04-10 08:45:12.69","true"
"cmnpwspm900lgl0g73n87y911","Abhishek ","Ritualistic","251","","[]","","/uploads/poojas/image-1775124432221-880087061.jpg","The Abhishek Pooja at Ganpatipule Temple is a sacred ritual where devotees pour water, milk, or sacred liquids over the idol of Lord Ganesha. This act symbolizes purification, devotion, and surrender to the divine. The pooja is performed with chants and offerings, creating a spiritually uplifting experience for devotees seeking blessings, wisdom, and prosperity.","[""Enhances spiritual growth and devotion"",""Strengthens mental clarity and focus"",""Removes obstacles and difficulties"",""Enhances spiritual growth and devotion""]","[]",,"[]","false","cmnpr092400kll0g7bf7hxcgv","cmnpwrin300lel0g7g517a5ks",,"[{""name"":""Single"",""price"":251,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-08 10:32:25.521","2026-04-16 12:04:15.556","true"
"cmnq2qxps00lsl0g7tuigafjm","Prasad Offering","General","201","","[]","","/uploads/poojas/image-1775654886706-260789733.jpg","A standard service for devotees to offer a set amount of traditional food items or sweets as a sacred offering during a specific ritual time. This is a common way to seek blessings and show devotion.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":201,""description"":""For 1 person""},{""name"":""Couple"",""price"":201,""description"":""For 2 people""}]","[]",,"2026-04-08 13:19:00.399","2026-04-13 06:51:40.248","true"
"cmnr27aes00nyl0g7l9z0e1om","Abhishek Pooja","Prosperity","201","","[]","","/uploads/poojas/image-1775713889899-624035657.jpg","A sacred ritual of bathing a consecrated idol or symbol with holy substances such as water, milk, honey, and yogurt while chanting relevant hymns. This is performed for purification and to invoke divine energy.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":201,""description"":""For 1 person""},{""name"":""Couple"",""price"":201,""description"":""For 2 people""}]","[]",,"2026-04-09 05:51:29.908","2026-04-13 06:51:40.248","true"
"cmnr2ho9i00o0l0g7bmpcxt6r","Ekadashi Pooja","","501","","[]","","/uploads/poojas/image-1775714374410-589355111.jpg","","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":501,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":501,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 05:59:34.421","2026-04-13 06:51:40.248","true"
"cmnr2mqu100o2l0g7o22nhnfw","Ashtottar Kumkum Archana","","500","","[]","","/uploads/poojas/image-1775714611025-577404333.jpg","A ritual where kumkum (vermilion) is offered with the simultaneous chanting of 108 names. This is typically performed to invoke blessings for prosperity and overall well-being.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:03:31.033","2026-04-13 06:51:40.248","true"
"cmnr2t5oh00o4l0g79ssxrpnl","Shiv Kavach Recitation","Protection","500","","[]","","/uploads/poojas/image-1775714910200-266008288.jpg","A ritual involving the chanting of the Kavach (a protective shield of mantras) related to a specific aspect of the divine. The practice is aimed at seeking energetic protection and safeguarding one's well-being.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:08:30.208","2026-04-13 06:51:40.248","true"
"cmnr2zt7900o7l0g73cys2njl","Brahmin Bhojan","","1500","","[]","","/uploads/poojas/image-1775715220620-591397673.jpg","A virtuous act of offering a complete meal with all due respect and traditional items to learned priests. This is a form of spiritual service, performed for charity and to earn blessings.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":1500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:13:40.629","2026-04-13 06:51:40.248","true"
"cmnr3387m00o9l0g72jy092s0","Sahasra Kumkum Archana","","800","","[]","","/uploads/poojas/image-1775715380041-512324847.jpg","An extended kumkum archana performed with the powerful chanting of 1000 distinct names of the divine. This intensive offering is made for significant prosperity and overall auspiciousness.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":800,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":800,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:16:20.05","2026-04-13 06:51:40.248","true"
"cmnr3a32200obl0g72k8999hi","Satyanarayan Pooja","","1000","","[]","","/uploads/poojas/image-1775715699954-442819881.jpg","A traditional ritual, often performed as a fund contribution, for the general blessing and peace of a family. It involves the reading of sacred stories that emphasize the value of truth and devotion.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:21:39.962","2026-04-13 06:51:40.248","true"
"cmnr3czv000odl0g71hewx2nf","Mrityunjay Jap (1100 + Havan)","","1000","","[]","","/uploads/poojas/image-1775715835782-623439482.jpg","A short-form intensive chanting of the profound Mrityunjay mantra for an individual's health, vitality, and well-being. This powerful chanting is followed by a small, sacred fire ritual (havan).","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:23:55.788","2026-04-13 06:51:40.248","true"
"cmnr3fx530001l0jz1lnhmxdr","Mrityunjay Jap (1100 with Priest)","","1000","","[]","","/uploads/poojas/image-1775715972222-912129373.jpg","Chanting of the sacred Mrityunjay mantra performed exclusively by a qualified priest on behalf of the devotee. This service is dedicated to praying for good health and longevity.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:26:12.231","2026-04-13 06:51:40.248","true"
"cmnr3i67d0003l0jzn03auzfa","Navchandi (Havan)","","1000","","[]","","/uploads/poojas/image-1775716077282-268089118.jpg","A potent and protective fire ritual designed to seek divine intervention for overcoming significant obstacles or misfortunes (doshas). It involves specific invocations for comprehensive well-being.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:27:57.289","2026-04-13 06:51:40.248","true"
"cmnr3nt1a0005l0jz5wtjfiqq","Samuhik Poojan","","1000","","[]","","/uploads/poojas/image-1775716340147-549976722.jpg","A group prayer ceremony where multiple families or individuals gather to perform common rituals together. It is an act of communal worship, seeking combined blessings for the well-being of all participants.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1001,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:32:20.158","2026-04-13 06:51:40.248","true"
"cmnr3p8840007l0jzkzlmahfo","Naivedya Offering","","500","","[]","","/uploads/poojas/image-1775716406495-477960908.jpg","A traditional and beautifully presented food offering made to the divine. Devotees can sponsor this consecrated meal which is then ritually offered at the altar.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:33:26.5","2026-04-13 06:51:40.248","true"
"cmnr3rros0009l0jzw6hrfnjr","Graha Shanti","","1500","","[]","","/uploads/poojas/image-1775716525030-550520477.jpg","A vital ritual performed to mitigate the negative influences of planetary alignments (grahas) and bring peace and harmony. This comprehensive ceremony seeks energetic balance in one's life.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":1500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:35:25.036","2026-04-13 06:51:40.248","true"
"cmnr3vjr4000bl0jzphiudpv2","Mrityunjay Jap (11000 + Havan)","","2000","","[]","","/uploads/poojas/image-1775716701371-456857384.jpg","An extended and highly potent repetition of the sacred Mrityunjay mantra, chanted 11000 times by priests. This significant spiritual endeavor, followed by a fire ritual, is for profound healing and protection.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":2000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":2000,""maxPersons"":2,""description"":""For 2 people""}]","[{""a"":"""",""q"":""""}]",,"2026-04-09 06:38:21.376","2026-04-13 06:51:40.248","true"
"cmnr3yaqh000dl0jz5kdx775n","Saptashati Path","","2500","","[]","","/uploads/poojas/image-1775716829652-18718360.jpg","The recitation of the complete Saptashati scripture, known for its powerful spiritual vibrations. This sacred chanting is performed to invoke divine protection and overcome adversities.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":2500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":2500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:40:29.656","2026-04-13 06:51:40.248","true"
